Age,Attrition,Department,JobRole,MonthlyIncome,JobSatisfaction,YearsAtCompany,OverTime,EducationField,WorkLifeBalance,PerformanceRating,DistanceFromHome,NumCompaniesWorked,MaritalStatus,Gender,EnvironmentSatisfaction,RelationshipSatisfaction,StockOptionLevel
29,Yes,Research & Development,Manufacturing Director,77970,3,1,No,Medical,3,3,24,0,Single,Female,1,2,1
57,No,Research & Development,Manufacturing Director,59730,4,5,No,Life Sciences,4,3,8,4,Married,Female,1,4,3
34,No,Sales,Sales Executive,29108,3,6,Yes,Medical,4,4,7,2,Divorced,Female,1,4,1
32,Yes,Sales,Sales Executive,20286,1,1,No,Other,1,3,19,0,Divorced,Male,1,4,2
59,No,Sales,Sales Executive,73689,2,13,No,Marketing,2,3,26,1,Married,Male,1,4,1
32,No,Sales,Sales Representative,44918,3,0,No,Human Resources,1,3,17,9,Divorced,Female,2,1,2
32,No,Research & Development,Manufacturing Director,83651,2,3,No,Technical Degree,2,3,21,4,Single,Male,4,3,2
56,Yes,Sales,Sales Representative,20000,3,7,No,Marketing,2,3,13,2,Married,Male,3,3,1
30,No,Human Resources,Human Resources,109602,3,2,No,Medical,1,3,15,5,Married,Male,4,2,1
34,Yes,Research & Development,Healthcare Representative,83588,1,12,No,Life Sciences,1,3,26,8,Single,Female,1,1,1
49,No,Sales,Manager,67777,4,9,No,Other,2,3,26,5,Single,Male,4,4,3
26,Yes,Research & Development,Healthcare Representative,112125,2,10,No,Marketing,2,3,2,1,Single,Male,4,4,1
57,Yes,Research & Development,Healthcare Representative,91555,4,0,No,Human Resources,2,3,28,1,Married,Male,2,3,0
37,No,Research & Development,Laboratory Technician,51699,1,1,Yes,Other,3,4,10,7,Single,Female,3,2,1
43,No,Research & Development,Laboratory Technician,67172,1,2,No,Medical,2,3,13,7,Married,Male,3,1,2
44,Yes,Research & Development,Manufacturing Director,20000,2,5,Yes,Other,4,3,18,5,Married,Male,1,2,3
38,Yes,Sales,Manager,94797,4,9,Yes,Other,4,4,23,9,Married,Female,2,1,3
35,No,Human Resources,Manager,56713,1,12,No,Life Sciences,4,3,11,6,Married,Female,2,2,2
30,No,Human Resources,Human Resources,20000,3,8,No,Technical Degree,1,3,13,0,Married,Female,2,2,3
33,No,Research & Development,Manufacturing Director,31908,3,18,Yes,Medical,1,3,19,8,Married,Female,2,4,3
26,No,Sales,Sales Representative,89385,3,9,No,Life Sciences,1,3,29,4,Married,Male,2,3,0
29,Yes,Research & Development,Research Director,110186,4,2,No,Technical Degree,2,4,24,8,Married,Male,3,4,0
55,No,Sales,Sales Executive,65571,3,2,No,Life Sciences,4,3,25,1,Divorced,Male,3,3,3
36,No,Sales,Manager,37502,3,8,No,Technical Degree,2,3,29,7,Married,Female,4,2,1
24,No,Sales,Manager,25219,1,1,No,Technical Degree,3,3,24,6,Single,Male,3,1,3
52,Yes,Research & Development,Research Director,104609,1,0,No,Technical Degree,3,4,22,3,Married,Female,2,4,0
35,No,Research & Development,Healthcare Representative,77585,3,5,Yes,Life Sciences,1,3,5,2,Married,Female,4,1,3
33,No,Research & Development,Research Scientist,55756,3,12,Yes,Other,3,3,3,3,Divorced,Male,3,4,1
56,No,Research & Development,Research Director,49088,1,0,Yes,Technical Degree,4,4,19,3,Married,Male,4,4,1
21,No,Research & Development,Manufacturing Director,83811,2,10,No,Other,3,3,23,9,Married,Male,3,4,0
42,No,Research & Development,Healthcare Representative,83040,4,11,No,Medical,1,3,13,9,Single,Male,1,1,3
49,No,Research & Development,Manufacturing Director,39895,4,4,No,Human Resources,2,3,5,7,Married,Male,3,4,0
57,Yes,Human Resources,Human Resources,33013,1,0,No,Other,3,3,12,3,Married,Female,4,4,2
30,No,Sales,Sales Representative,34426,4,1,No,Human Resources,4,3,14,4,Divorced,Male,1,4,0
34,No,Research & Development,Healthcare Representative,51889,1,8,Yes,Technical Degree,4,3,6,1,Divorced,Male,2,1,0
54,No,Research & Development,Research Director,45686,1,8,No,Human Resources,4,3,22,3,Married,Male,4,4,0
23,Yes,Research & Development,Healthcare Representative,110306,1,16,No,Human Resources,2,3,9,6,Divorced,Female,2,1,3
36,No,Research & Development,Manufacturing Director,50894,1,6,Yes,Technical Degree,4,3,17,2,Married,Female,2,3,2
30,Yes,Research & Development,Research Scientist,30009,2,0,Yes,Other,1,3,8,0,Divorced,Female,4,4,3
43,Yes,Research & Development,Healthcare Representative,31582,3,0,No,Technical Degree,1,3,26,7,Divorced,Female,2,2,1
31,No,Research & Development,Research Director,59848,3,8,No,Medical,4,4,13,7,Single,Male,4,3,2
48,No,Research & Development,Laboratory Technician,20000,2,1,No,Marketing,3,3,29,5,Married,Male,4,1,0
21,Yes,Sales,Sales Representative,63316,4,2,No,Life Sciences,4,4,5,6,Married,Male,3,2,0
56,No,Research & Development,Research Scientist,27586,4,4,No,Technical Degree,1,3,29,9,Single,Male,1,1,0
25,No,Research & Development,Laboratory Technician,97441,3,0,Yes,Technical Degree,1,3,22,1,Single,Female,2,1,3
42,No,Sales,Manager,68263,4,2,No,Human Resources,1,3,22,4,Divorced,Male,2,4,1
30,No,Research & Development,Manufacturing Director,124388,3,3,No,Medical,3,3,17,6,Divorced,Male,1,2,2
49,No,Research & Development,Manufacturing Director,58610,3,2,No,Human Resources,3,3,3,8,Divorced,Female,1,1,2
55,Yes,Research & Development,Research Director,20000,2,1,No,Other,3,3,28,0,Divorced,Female,1,3,3
55,No,Sales,Sales Executive,105815,4,9,No,Technical Degree,1,4,6,2,Divorced,Female,1,4,1
45,No,Research & Development,Research Scientist,79053,2,11,No,Technical Degree,2,3,14,5,Single,Male,1,3,2
47,No,Research & Development,Manufacturing Director,83393,3,2,No,Human Resources,4,3,15,6,Single,Female,3,3,3
20,Yes,Sales,Sales Representative,36927,3,10,No,Technical Degree,4,4,14,5,Single,Male,4,4,1
45,No,Sales,Manager,63800,3,3,No,Other,1,4,11,0,Single,Male,1,1,1
20,No,Human Resources,Human Resources,70220,1,4,Yes,Marketing,3,4,11,3,Single,Female,3,3,2
51,No,Sales,Manager,58341,1,13,No,Life Sciences,2,3,9,5,Married,Female,1,1,2
33,No,Research & Development,Manufacturing Director,20000,1,9,No,Life Sciences,2,3,6,7,Divorced,Male,1,1,1
39,No,Research & Development,Laboratory Technician,142523,2,11,No,Life Sciences,3,3,15,9,Divorced,Male,2,4,2
49,No,Sales,Manager,88403,3,1,Yes,Marketing,4,3,12,3,Married,Male,2,3,3
55,No,Research & Development,Manufacturing Director,76776,4,0,No,Technical Degree,4,3,29,6,Divorced,Male,2,3,1
25,No,Research & Development,Research Director,101788,2,15,No,Human Resources,2,3,6,2,Married,Female,2,4,2
25,Yes,Research & Development,Manufacturing Director,83037,2,3,No,Medical,2,3,1,7,Divorced,Male,4,1,2
23,Yes,Research & Development,Healthcare Representative,46038,2,2,No,Technical Degree,3,3,25,0,Married,Female,4,1,3
31,No,Research & Development,Research Director,99993,4,9,No,Marketing,4,3,16,3,Single,Female,2,4,2
49,No,Sales,Sales Executive,88862,3,12,No,Other,2,3,20,7,Divorced,Male,2,1,2
52,No,Research & Development,Research Scientist,47099,1,13,No,Marketing,4,3,15,9,Married,Male,1,1,2
27,No,Human Resources,Manager,87120,3,2,No,Life Sciences,2,3,2,3,Married,Male,1,3,0
20,No,Sales,Sales Executive,58264,3,13,Yes,Technical Degree,3,3,17,1,Married,Male,2,1,3
29,Yes,Research & Development,Laboratory Technician,70837,2,0,Yes,Life Sciences,4,3,3,1,Married,Male,2,1,3
48,Yes,Research & Development,Research Director,81790,2,0,No,Medical,2,3,3,3,Divorced,Male,2,1,0
46,Yes,Research & Development,Research Scientist,103317,2,6,No,Other,2,3,5,3,Single,Female,1,1,3
22,Yes,Sales,Manager,46912,1,0,No,Life Sciences,2,3,17,1,Divorced,Male,2,4,2
42,Yes,Human Resources,Human Resources,75218,1,2,Yes,Medical,2,4,23,6,Single,Female,2,4,2
58,No,Research & Development,Laboratory Technician,121440,1,7,No,Marketing,3,3,29,5,Married,Male,4,4,2
48,Yes,Sales,Sales Representative,60070,3,2,No,Life Sciences,4,3,17,2,Single,Female,4,1,3
38,Yes,Sales,Manager,70503,2,1,Yes,Life Sciences,4,3,20,7,Married,Female,1,4,3
37,Yes,Sales,Manager,121398,4,2,No,Human Resources,1,3,6,7,Single,Male,4,2,1
56,No,Research & Development,Laboratory Technician,82849,3,4,No,Other,4,3,1,0,Married,Female,1,2,0
39,Yes,Research & Development,Research Director,23728,1,4,No,Other,1,3,7,2,Single,Female,3,2,3
21,No,Research & Development,Healthcare Representative,42726,4,10,No,Marketing,2,3,26,4,Single,Female,2,3,1
30,No,Research & Development,Research Scientist,84308,4,9,No,Human Resources,3,3,15,1,Married,Female,1,1,0
59,Yes,Sales,Sales Representative,76844,2,4,Yes,Medical,3,3,7,4,Single,Male,4,3,0
37,No,Research & Development,Healthcare Representative,69552,4,13,No,Medical,2,3,19,9,Single,Male,3,4,2
30,Yes,Research & Development,Healthcare Representative,125514,1,0,Yes,Marketing,1,3,20,2,Single,Male,4,1,2
34,No,Sales,Sales Executive,47710,2,2,No,Other,2,3,22,8,Married,Male,1,2,1
53,No,Sales,Manager,62916,4,12,Yes,Medical,3,3,11,0,Married,Female,3,1,1
50,No,Sales,Sales Representative,20000,2,3,No,Marketing,3,3,23,3,Single,Female,4,3,2
18,No,Research & Development,Research Scientist,97498,4,27,No,Medical,4,3,14,9,Single,Male,3,4,2
32,Yes,Research & Development,Healthcare Representative,42632,3,4,Yes,Technical Degree,1,3,13,5,Married,Female,2,4,0
30,No,Research & Development,Manufacturing Director,94599,3,10,No,Life Sciences,4,3,20,8,Married,Female,2,3,0
34,No,Research & Development,Healthcare Representative,91656,1,3,Yes,Other,3,3,26,2,Divorced,Male,3,1,3
41,No,Research & Development,Laboratory Technician,130774,3,3,No,Technical Degree,3,3,27,2,Divorced,Male,4,3,2
25,No,Research & Development,Research Director,83179,3,3,No,Marketing,4,3,25,4,Married,Male,4,4,0
44,No,Research & Development,Healthcare Representative,55029,3,8,Yes,Marketing,4,3,9,6,Married,Female,4,2,1
40,No,Sales,Manager,77701,4,5,Yes,Technical Degree,3,3,9,4,Married,Female,2,4,0
25,No,Sales,Manager,43740,4,20,No,Life Sciences,4,4,16,7,Divorced,Male,1,4,2
25,Yes,Sales,Manager,73936,2,2,Yes,Life Sciences,4,3,12,4,Married,Male,1,1,0
43,No,Sales,Manager,59374,4,0,No,Human Resources,1,3,10,6,Divorced,Female,3,2,2
30,Yes,Research & Development,Manufacturing Director,63030,3,3,No,Medical,3,3,6,5,Married,Female,4,4,0
56,Yes,Research & Development,Healthcare Representative,39845,4,6,No,Human Resources,2,3,18,9,Married,Female,3,2,3
54,No,Sales,Manager,73412,1,13,No,Life Sciences,1,4,2,1,Single,Female,1,3,3
45,Yes,Sales,Sales Executive,88078,2,2,No,Technical Degree,2,3,27,2,Married,Male,1,1,1
42,Yes,Research & Development,Research Director,20000,2,7,No,Medical,4,3,20,3,Single,Male,4,2,1
33,No,Research & Development,Manufacturing Director,45719,4,3,Yes,Technical Degree,4,3,9,4,Married,Male,3,2,2
19,Yes,Sales,Sales Executive,69705,3,6,Yes,Human Resources,2,3,19,8,Divorced,Female,4,1,2
35,Yes,Research & Development,Research Scientist,20000,2,15,Yes,Marketing,4,3,6,5,Divorced,Male,1,3,2
34,Yes,Sales,Sales Executive,113727,1,1,Yes,Technical Degree,4,3,2,0,Married,Female,1,2,0
47,Yes,Sales,Sales Executive,45088,1,3,Yes,Human Resources,1,3,15,2,Single,Male,4,1,0
56,No,Human Resources,Manager,38733,2,35,No,Human Resources,2,3,17,6,Single,Female,3,4,0
30,No,Human Resources,Manager,59194,3,14,No,Human Resources,1,4,16,7,Married,Male,2,1,1
49,No,Sales,Manager,68846,3,5,No,Marketing,2,3,28,6,Divorced,Male,4,4,2
46,No,Research & Development,Healthcare Representative,43818,4,5,Yes,Marketing,1,3,21,4,Married,Female,1,2,0
47,No,Research & Development,Healthcare Representative,92451,4,2,No,Marketing,3,4,8,9,Single,Male,2,2,1
35,No,Research & Development,Manufacturing Director,76191,2,5,No,Medical,3,3,10,7,Divorced,Female,4,2,3
30,No,Research & Development,Manufacturing Director,41557,4,13,No,Marketing,2,4,10,8,Divorced,Male,2,3,2
38,No,Research & Development,Manufacturing Director,50372,4,8,No,Marketing,3,3,18,6,Married,Male,4,3,3
47,No,Research & Development,Laboratory Technician,22530,4,2,No,Marketing,1,3,10,8,Married,Female,1,4,1
38,Yes,Research & Development,Manufacturing Director,29906,1,1,No,Technical Degree,2,3,9,0,Married,Female,4,1,2
34,No,Sales,Sales Representative,75852,4,2,No,Marketing,3,3,28,8,Married,Male,2,4,0
57,Yes,Sales,Manager,41847,2,1,Yes,Medical,3,3,24,2,Divorced,Female,3,1,1
36,No,Sales,Manager,115519,3,0,No,Human Resources,2,3,19,5,Single,Male,1,2,3
32,No,Research & Development,Laboratory Technician,66985,4,3,No,Technical Degree,3,3,1,7,Married,Male,1,1,3
26,Yes,Sales,Sales Representative,27120,3,0,Yes,Life Sciences,3,3,4,2,Married,Male,2,3,3
27,Yes,Research & Development,Manufacturing Director,32986,4,1,No,Marketing,2,3,24,3,Divorced,Male,4,1,1
48,No,Human Resources,Manager,94483,2,5,No,Human Resources,3,3,3,6,Divorced,Male,4,1,1
40,Yes,Sales,Sales Representative,62857,1,1,No,Human Resources,3,4,10,6,Divorced,Male,4,2,2
47,No,Research & Development,Research Scientist,92775,2,0,Yes,Technical Degree,3,3,12,3,Married,Male,1,2,2
50,No,Research & Development,Healthcare Representative,54738,1,2,No,Life Sciences,3,3,18,8,Divorced,Female,1,3,3
26,Yes,Research & Development,Research Scientist,49313,4,1,No,Other,4,3,23,2,Married,Male,2,1,1
18,No,Sales,Sales Representative,96344,4,5,No,Medical,2,4,20,7,Married,Female,4,1,2
52,Yes,Research & Development,Healthcare Representative,40959,1,0,Yes,Other,4,4,6,7,Single,Female,4,1,1
28,No,Research & Development,Healthcare Representative,78693,2,9,No,Human Resources,4,3,21,3,Divorced,Male,2,2,0
51,Yes,Research & Development,Laboratory Technician,59070,2,16,No,Other,1,4,2,6,Divorced,Male,1,3,1
33,Yes,Research & Development,Laboratory Technician,89604,1,9,No,Human Resources,4,3,10,3,Single,Male,1,1,3
26,Yes,Research & Development,Research Scientist,115917,4,5,Yes,Other,4,4,2,0,Single,Female,3,1,1
49,Yes,Research & Development,Healthcare Representative,54019,1,13,No,Human Resources,1,3,9,0,Divorced,Male,3,1,3
32,No,Research & Development,Research Scientist,49680,4,8,No,Human Resources,3,3,27,0,Married,Male,4,1,2
29,No,Research & Development,Research Director,83642,1,0,Yes,Technical Degree,3,3,10,1,Divorced,Female,1,3,2
50,No,Sales,Sales Executive,34703,4,3,No,Life Sciences,4,3,2,5,Single,Female,4,3,2
31,Yes,Research & Development,Manufacturing Director,110261,1,13,No,Human Resources,1,3,8,9,Single,Male,1,3,0
25,No,Research & Development,Research Scientist,105488,3,2,No,Medical,3,3,24,4,Married,Male,3,2,3
25,No,Research & Development,Manufacturing Director,37024,4,0,No,Medical,1,4,17,1,Single,Female,2,1,0
44,Yes,Sales,Sales Executive,20672,2,9,Yes,Marketing,2,3,17,7,Single,Female,1,1,0
29,No,Research & Development,Manufacturing Director,32503,1,11,No,Human Resources,2,3,29,8,Single,Male,3,1,2
18,No,Research & Development,Research Director,32929,2,1,No,Human Resources,2,3,4,6,Single,Male,3,1,3
57,Yes,Research & Development,Research Scientist,87449,1,5,No,Human Resources,2,3,18,8,Single,Female,1,4,1
59,No,Sales,Manager,108376,2,1,No,Other,4,3,12,3,Divorced,Female,4,3,1
28,No,Research & Development,Research Scientist,87123,2,8,No,Human Resources,2,3,17,6,Single,Female,1,4,3
56,No,Human Resources,Manager,58386,1,2,No,Human Resources,2,3,9,4,Married,Male,3,4,1
48,Yes,Sales,Manager,74589,1,2,No,Medical,1,3,29,4,Divorced,Female,1,2,2
34,Yes,Human Resources,Manager,40646,2,13,No,Life Sciences,3,3,19,2,Married,Male,2,2,2
50,No,Research & Development,Research Scientist,95721,2,4,No,Life Sciences,1,4,14,8,Married,Male,4,1,0
49,Yes,Research & Development,Laboratory Technician,77096,2,7,No,Marketing,4,3,14,9,Married,Female,1,4,2
46,Yes,Research & Development,Research Director,86649,4,3,Yes,Medical,2,4,17,4,Divorced,Male,3,4,1
